,Unnamed: 0.1,Unnamed: 0,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
6921,6921,6921,Adrin Travels,A/C Seater/Sleeper (2+1),01:20,05:50,04h 30m,700.0,34 Seats available,4.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6922,6922,6922,Madhavi Travels,A/C Sleeper (2+1),01:30,06:00,04h 30m,899.0,24 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6923,6923,6923,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,01:30,04h 30m,450.0,34 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6924,6924,6924,EMERALD TRAVELS,A/C Sleeper (2+1),21:56,02:40,04h 44m,900.0,30 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6925,6925,6925,BLM Transports,A/C Sleeper (2+1),22:00,02:45,04h 45m,903.0,30 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6926,6926,6926,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,01:45,03h 30m,800.0,43 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6927,6927,6927,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,01:29,02h 59m,900.0,41 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6928,6928,6928,Sonia Travels,A/C Seater/Sleeper (2+1),23:30,04:29,04h 59m,700.0,40 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6929,6929,6929,Surya Connect,Volvo A/C Semi Sleeper (2+2),23:55,05:15,05h 20m,630.0,29 Seats available,4.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6930,6930,6930,Cochin Express,A/C Seater Push Back (2+2),23:55,05:45,05h 50m,650.0,41 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6931,6931,6931,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:59,06:15,06h 16m,667.0,37 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6932,6932,6932,Kalpaka Travels 1,A/C Sleeper (2+1),23:59,06:00,06h 01m,800.0,28 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6933,6933,6933,Cochin Express,A/C Sleeper (2+1),23:59,05:45,05h 46m,807.0,23 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6934,6934,6934,UFO Bus,A/C Seater Push Back (2+2),00:20,05:30,05h 10m,599.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6935,6935,6935,Ubc travels,A/C Semi Sleeper (2+2),00:25,04:40,04h 15m,700.0,41 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6936,6936,6936,Madhavi Travels,A/C Semi Sleeper (2+2),00:45,06:45,06h 00m,599.0,21 Seats available,2.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6937,6937,6937,Ubc travels,A/C Seater/Sleeper (2+1),01:45,05:40,03h 55m,900.0,47 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6938,6938,6938,A1 Travels,A/C Seater / Sleeper (2+1),20:05,23:59,03h 54m,700.0,43 Seats available,2.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6939,6939,6939,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,02:00,04h 15m,650.0,1 Seat available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6940,6940,6940,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),21:55,02:40,04h 45m,700.0,37 Seats available,2.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6941,6941,6941,Shajees Motors,A/C Semi Sleeper (2+2),22:30,03:05,04h 35m,505.0,40 Seats available,2.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6942,6942,6942,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:15,03:10,03h 55m,850.0,24 Seats available,1.8,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6943,6943,6943,Arya Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:59,05:00,05h 01m,849.0,5 Seats available,2.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6944,6944,6944,Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:59,05:00,05h 01m,600.0,36 Seats available,2.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6945,6945,6945,Arya Travels,A/C Sleeper (2+1),23:59,05:30,05h 31m,795.0,23 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6946,6946,6946,Arya Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:59,05:30,05h 31m,699.0,19 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6947,6947,6947,Arya Travels,Volvo A/C Semi Sleeper (2+2),23:59,05:30,05h 31m,899.0,33 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6948,6948,6948,Kudla Travels ( ST MARIA ),A/C Sleeper (2+1),01:20,05:50,04h 30m,1500.0,20 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6949,6949,6949,Madhavi Travels,A/C Sleeper (2+1),22:20,02:35,04h 15m,999.0,22 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6950,6950,6950,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,03:15,03h 45m,1200.0,27 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6951,6951,6951,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),01:00,05:00,04h 00m,1000.0,20 Seats available,2.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6952,6952,6952,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:05,03:15,04h 10m,1049.0,18 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
6953,6953,6953,KSRTC (Kerala) - 1377,AC MULTI AXLE,01:10,08:15,07h 05m,729.0,19 Seats available,2.1,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6954,6954,6954,KSRTC (Kerala) - 368,AC MULTI AXLE,03:05,10:08,07h 03m,729.0,37 Seats available,2.2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6955,6955,6955,KSRTC (Kerala) - 788,Super Fast Non AC Seater (2+3),07:00,16:00,09h 00m,432.0,37 Seats available,4.5,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6956,6956,6956,KSRTC (Kerala) - 2132,Swift Deluxe Non AC Air Bus (2+2),07:32,16:29,08h 57m,567.0,35 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6957,6957,6957,KSRTC (Kerala) - 580,Super Deluxe Non AC Seater Air Bus (2+2),08:06,16:36,08h 30m,469.0,29 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6958,6958,6958,KSRTC (Kerala) - 53,SWIFT-GARUDA A/C SEATER BUS,08:29,16:20,07h 51m,627.0,35 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6959,6959,6959,KSRTC (Kerala) - 579,Super Deluxe Non AC Seater Air Bus (2+2),10:00,18:30,08h 30m,469.0,35 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6960,6960,6960,KSRTC (Kerala) - 55,SWIFT-GARUDA A/C SEATER BUS,12:02,19:55,07h 53m,627.0,14 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6961,6961,6961,KSRTC (Kerala) - 805,Super Fast Non AC Seater (2+3),13:32,22:32,09h 00m,432.0,50 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6962,6962,6962,KSRTC (Kerala) - 578,Super Deluxe Non AC Seater Air Bus (2+2),18:00,04:00,10h 00m,513.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6963,6963,6963,KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,19:00,03:35,08h 35m,688.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6964,6964,6964,KSRTC (Kerala) - 1583,Super Deluxe Non AC Seater Air Bus (2+2),20:02,05:21,09h 19m,640.0,37 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6965,6965,6965,KSRTC (Kerala) - 234,Swift Deluxe Non AC Air Bus (2+2),21:00,06:00,09h 00m,620.0,20 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6966,6966,6966,KSRTC (Kerala) - 1584,Super Deluxe Non AC Seater Air Bus (2+2),21:29,06:38,09h 09m,640.0,38 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6967,6967,6967,KSRTC (Kerala) - 50,Swift Deluxe Non AC Air Bus (2+2),22:06,06:41,08h 35m,640.0,35 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6968,6968,6968,KSRTC (Kerala) - 549,Super Deluxe Non AC Seater Air Bus (2+2),22:15,06:13,07h 58m,640.0,30 Seats available,1.8,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6969,6969,6969,KSRTC (Kerala) - 96,Swift Deluxe Non AC Air Bus (2+2),23:05,07:30,08h 25m,567.0,21 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6970,6970,6970,KSRTC (Kerala) - 170,Swift Deluxe Non AC Air Bus (2+2),23:50,06:40,06h 50m,567.0,29 Seats available,2.6,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6971,6971,6971,MMK Travels,VE A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,800.0,23 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6972,6972,6972,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,21:00,08h 45m,799.0,34 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6973,6973,6973,NS Transports,Non A/C Seater / Sleeper (2+1),20:30,06:35,10h 05m,800.0,35 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6974,6974,6974,AdSAAM BUS,Bharat Benz A/C Sleeper (2+1),20:30,06:15,09h 45m,878.0,21 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6975,6975,6975,P K Travels,A/C Sleeper (2+1),20:00,06:00,10h 00m,1100.0,23 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6976,6976,6976,NS Transports,VE A/C Sleeper (2+1),21:15,06:30,09h 15m,1100.0,30 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6977,6977,6977,Suraj Holidays,VE A/C Sleeper (2+1),22:00,07:15,09h 15m,950.0,19 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6978,6978,6978,AdDA Transports,A/C Sleeper (2+1),21:50,06:45,08h 55m,799.0,29 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6979,6979,6979,P K Travels,A/C Sleeper (2+1),21:30,06:30,09h 00m,950.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6980,6980,6980,National travels and logistics,NON A/C Sleeper (2+1),20:45,06:15,09h 30m,799.0,23 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6981,6981,6981,Silver Line Travels,NON A/C Semi Sleeper (2+2),20:30,05:45,09h 15m,999.0,39 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6982,6982,6982,NS Transports,Non A/C Seater / Sleeper (2+1),19:30,04:30,09h 00m,800.0,12 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6983,6983,6983,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),20:45,06:00,09h 15m,700.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6984,6984,6984,A1 Travels,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,700.0,34 Seats available,3.4,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6985,6985,6985,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30,06:30,09h 00m,899.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6986,6986,6986,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),21:10,07:15,10h 05m,999.0,21 Seats available,3.4,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6987,6987,6987,Sam Tourist,NON AC Seater / Sleeper 2+1,21:00,06:30,09h 30m,599.0,31 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6988,6988,6988,SKS Tours & Travels,A/C Sleeper (2+1),21:00,06:00,09h 00m,849.0,26 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6989,6989,6989,NS Transports,NON A/C Sleeper (2+1),22:00,06:00,08h 00m,849.0,34 Seats available,4.8,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6990,6990,6990,SRS Travels,A/C Sleeper (2+1),22:00,06:30,08h 30m,990.0,21 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6991,6991,6991,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,07:15,10h 00m,900.0,41 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6992,6992,6992,A1 Travels,A/C Seater / Sleeper (2+1),22:30,06:30,08h 00m,900.0,43 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6993,6993,6993,Bharathi Travels,A/C Sleeper (2+1),15:00,23:30,08h 30m,1290.0,30 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6994,6994,6994,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),14:00,23:30,09h 30m,1800.0,30 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6995,6995,6995,P K Travels,Non A/C Seater / Sleeper (2+1),21:00,06:00,09h 00m,799.0,37 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6996,6996,6996,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:30,22:55,09h 25m,1700.0,21 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6997,6997,6997,Suraj Holidays,NON AC Seater / Sleeper 2+1,21:00,05:55,08h 55m,750.0,29 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6998,6998,6998,DA Transports,A/C Sleeper (2+1),22:00,07:45,09h 45m,799.0,32 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
6999,6999,6999,RAVINA TRAVELS,A/C Sleeper (2+1),14:35,23:35,09h 00m,1099.0,24 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
7000,7000,7000,Vijay Lines,A/C Seater / Sleeper (2+1),21:00,07:10,10h 10m,999.0,40 Seats available,1.9,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
7001,7001,7001,Vijay Lines,A/C Seater / Sleeper (2+1),22:30,08:50,10h 20m,999.0,40 Seats available,1.9,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
7002,7002,7002,National travels and logistics,A/C Sleeper (2+1),21:00,06:15,09h 15m,2290.0,32 Seats available,0.0,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
7003,7003,7003,KSRTC (Kerala) - 425,Super Deluxe Non AC Seater Air Bus (2+2),00:20,04:10,03h 50m,268.0,14 Seats available,1.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7004,7004,7004,KSRTC (Kerala) - 528,Super Deluxe Non AC Seater Air Bus (2+2),00:45,04:40,03h 55m,309.0,28 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7005,7005,7005,KSRTC (Kerala) - 2383,Low Floor AC Seater 2+2,00:55,06:10,05h 15m,383.0,30 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7006,7006,7006,KSRTC (Kerala) - 1124,Super Deluxe Non AC Seater Air Bus (2+2),01:05,05:45,04h 40m,309.0,38 Seats available,2.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7007,7007,7007,KSRTC (Kerala) - 1858,Low Floor AC Seater 2+2,02:39,07:50,05h 11m,383.0,25 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7008,7008,7008,KSRTC (Kerala) - 325,Super Fast Non AC Seater (2+3),03:15,08:35,05h 20m,269.0,39 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7009,7009,7009,KSRTC (Kerala) - 500,Super Deluxe Non AC Seater Air Bus (2+2),03:30,07:25,03h 55m,309.0,33 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7010,7010,7010,KSRTC (Kerala) - 2386,Low Floor AC Seater 2+2,04:28,10:09,05h 41m,383.0,25 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7011,7011,7011,KSRTC (Kerala) - 2717,Super Fast Non AC Seater (2+3),05:19,11:05,05h 46m,209.0,42 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7012,7012,7012,KSRTC (Kerala) - 1869,Low Floor AC Seater 2+2,06:34,12:00,05h 26m,383.0,26 Seats available,4.2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7013,7013,7013,KSRTC (Kerala) - 247,Super Fast Non AC Seater (2+3),06:34,11:50,05h 16m,230.0,49 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7014,7014,7014,KSRTC (Kerala) - 691,Super Fast Non AC Seater (2+3),07:24,13:25,06h 01m,269.0,49 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7015,7015,7015,KSRTC (Kerala) - 834,Super Fast Non AC Seater (2+3),07:54,12:45,04h 51m,220.0,50 Seats available,2.5,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7016,7016,7016,KSRTC (Kerala) - 1874,Low Floor AC Seater 2+2,08:54,14:25,05h 31m,383.0,30 Seats available,4.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7017,7017,7017,KSRTC (Kerala) - 563,Super Deluxe Non AC Seater Air Bus (2+2),09:40,14:40,05h 00m,309.0,39 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7018,7018,7018,KSRTC (Kerala) - 2381,Low Floor AC Seater 2+2,10:02,15:08,05h 06m,383.0,29 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7019,7019,7019,KSRTC (Kerala) - 1888,Low Floor AC Seater 2+2,13:09,18:45,05h 36m,383.0,31 Seats available,4.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7020,7020,7020,KSRTC (Kerala) - 780,Super Fast Non AC Seater (2+3),13:20,19:10,05h 50m,269.0,50 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7021,7021,7021,KSRTC (Kerala) - 277,Super Fast Non AC Seater (2+3),13:25,18:55,05h 30m,269.0,49 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7022,7022,7022,KSRTC (Kerala) - 722,Super Fast Non AC Seater (2+3),13:34,19:25,05h 51m,269.0,49 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7023,7023,7023,KSRTC (Kerala) - 2385,Low Floor AC Seater 2+2,14:59,20:45,05h 46m,383.0,31 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7024,7024,7024,KSRTC (Kerala) - 1997,Swift Deluxe Non AC Air Bus (2+2),15:25,19:50,04h 25m,278.0,31 Seats available,3.8,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7025,7025,7025,KSRTC (Kerala) - 2711,Super Fast Non AC Seater (2+3),16:00,21:30,05h 30m,269.0,50 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7026,7026,7026,KSRTC (Kerala) - 765,Super Fast Non AC Seater (2+3),16:30,22:20,05h 50m,269.0,50 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7027,7027,7027,KSRTC (Kerala) - 831,Super Fast Non AC Seater (2+3),16:35,22:25,05h 50m,272.0,50 Seats available,1.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7028,7028,7028,KSRTC (Kerala) - 1867,Low Floor AC Seater 2+2,16:59,22:00,05h 01m,383.0,29 Seats available,1.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7029,7029,7029,KSRTC (Kerala) - 833,Super Fast Non AC Seater (2+3),17:00,22:15,05h 15m,230.0,48 Seats available,3.5,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7030,7030,7030,KSRTC (Kerala) - 723,Super Fast Non AC Seater (2+3),17:10,22:45,05h 35m,269.0,50 Seats available,3.6,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7031,7031,7031,KSRTC (Kerala) - 2572,Super Fast Non AC Seater (2+3),17:10,23:50,06h 40m,261.0,43 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7032,7032,7032,KSRTC (Kerala) - 74,Swift Deluxe Non AC Air Bus (2+2),17:15,21:55,04h 40m,309.0,40 Seats available,3.1,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7033,7033,7033,KSRTC (Kerala) - 2569,Super Fast Non AC Seater (2+3),18:00,00:35,06h 35m,261.0,41 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7034,7034,7034,KSRTC (Kerala) - 549,Super Deluxe Non AC Seater Air Bus (2+2),18:05,22:15,04h 10m,309.0,34 Seats available,3.1,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7035,7035,7035,KSRTC (Kerala) - 665,Super Fast Non AC Seater (2+3),18:20,00:15,05h 55m,269.0,50 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7036,7036,7036,KSRTC (Kerala) - 2517,Swift Deluxe Non AC Air Bus (2+2),18:36,23:16,04h 40m,309.0,37 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7037,7037,7037,KSRTC (Kerala) - 588,Super Deluxe Non AC Seater Air Bus (2+2),18:45,00:00,05h 15m,293.0,38 Seats available,2.2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7038,7038,7038,KSRTC (Kerala) - 699,Super Fast Non AC Seater (2+3),18:59,00:45,05h 46m,255.0,49 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7039,7039,7039,KSRTC (Kerala) - 1211,AC MULTI AXLE,19:10,00:05,04h 55m,494.0,37 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7040,7040,7040,KSRTC (Kerala) - 2367,Low Floor AC Seater 2+2,19:14,00:30,05h 16m,383.0,28 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7041,7041,7041,KSRTC (Kerala) - 1703,Super Fast Non AC Seater (2+3),19:41,01:25,05h 44m,255.0,52 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7042,7042,7042,KSRTC (Kerala) - 486,Super Deluxe Non AC Seater Air Bus (2+2),20:05,00:30,04h 25m,309.0,37 Seats available,1.1,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
7043,7043,7043,KSRTC (Kerala) - 2131,Super Deluxe Non AC Seater Air Bus (2+2),20:29,01:50,05h 21m,288.0,37 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
