,Unnamed: 0.1,Unnamed: 0,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
3653,3653,3653,APSRTC - 52501,Express(Non AC Seater),13:15,17:30,04h 15m,188.0,45 Seats available,2.9,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3654,3654,3654,APSRTC - 52507,Express(Non AC Seater),13:30,18:10,04h 40m,190.0,45 Seats available,4.1,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3655,3655,3655,APSRTC - 6180,Super Luxury (Non AC Seater 2+2 Push Back),13:45,17:30,03h 45m,301.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3656,3656,3656,APSRTC - 52555,Express(Non AC Seater),15:00,19:20,04h 20m,223.0,25 Seats available,3.3,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3657,3657,3657,APSRTC - 52503,Express(Non AC Seater),15:00,19:00,04h 00m,188.0,22 Seats available,3.1,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3658,3658,3658,APSRTC - 52548,Express(Non AC Seater),15:45,19:00,03h 15m,205.0,45 Seats available,3.5,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3659,3659,3659,APSRTC - 56082,INDRA(A.C. Seater),16:45,20:10,03h 25m,367.0,38 Seats available,3.1,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3660,3660,3660,APSRTC - 52516,Express(Non AC Seater),17:00,20:50,03h 50m,190.0,45 Seats available,2.3,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3661,3661,3661,APSRTC - 6824,Express(Non AC Seater),17:15,20:45,03h 30m,188.0,43 Seats available,3.5,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3662,3662,3662,APSRTC - 52511,Express(Non AC Seater),18:00,21:30,03h 30m,205.0,45 Seats available,3.5,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3663,3663,3663,APSRTC - 52545,Express(Non AC Seater),20:30,00:30,04h 00m,188.0,45 Seats available,3.5,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3664,3664,3664,APSRTC - 6846,Express(Non AC Seater),21:45,01:30,03h 45m,188.0,45 Seats available,3.5,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3665,3665,3665,APSRTC - 52509,Express(Non AC Seater),23:00,03:00,04h 00m,205.0,38 Seats available,3.5,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3666,3666,3666,APSRTC - 6149,Super Luxury (Non AC Seater 2+2 Push Back),23:20,04:15,04h 55m,301.0,22 Seats available,4.8,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3667,3667,3667,Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:45,05:50,06h 05m,550.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3668,3668,3668,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,550.0,40 Seats available,4.1,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3669,3669,3669,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,550.0,39 Seats available,1.6,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3670,3670,3670,Ahobila Travels,Non A/C Seater / Sleeper (2+1),23:30,05:30,06h 00m,850.0,35 Seats available,3.5,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3671,3671,3671,Vasavi travels,NON A/C Seater/ Sleeper (2+1),23:59,05:40,05h 41m,715.0,26 Seats available,3.7,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3672,3672,3672,Indu Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,665.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3673,3673,3673,SEVEN HILLS TRAVELS,A/C Sleeper (2+1),23:59,05:00,05h 01m,1300.0,26 Seats available,4.4,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3674,3674,3674,Indu Travels,Non A/C Seater / Sleeper (2+1),23:55,05:30,05h 35m,665.0,41 Seats available,2.9,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
3675,3675,3675,APSRTC - 5583,SAPTAGIRI EXPRESS,00:15,03:45,03h 30m,149.0,10 Seats available,4.7,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3676,3676,3676,APSRTC - 5366,SAPTAGIRI EXPRESS,00:45,04:00,03h 15m,149.0,18 Seats available,4.4,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3677,3677,3677,APSRTC - 5585,SAPTAGIRI EXPRESS,01:15,04:30,03h 15m,149.0,46 Seats available,4.4,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3678,3678,3678,APSRTC - 6124,Super Luxury (Non AC Seater 2+2 Push Back),04:30,07:50,03h 20m,200.0,33 Seats available,4.4,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3679,3679,3679,APSRTC - 47048,INDRA(A.C. Seater),05:00,08:00,03h 00m,253.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3680,3680,3680,APSRTC - 5372,SAPTAGIRI EXPRESS,05:15,08:30,03h 15m,149.0,33 Seats available,4.1,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3681,3681,3681,APSRTC - 5374,SAPTAGIRI EXPRESS,05:45,09:00,03h 15m,149.0,40 Seats available,3.8,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3682,3682,3682,APSRTC - 5441,INDRA(A.C. Seater),06:00,09:00,03h 00m,253.0,36 Seats available,3.6,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3683,3683,3683,APSRTC - 5368,SAPTAGIRI EXPRESS,06:15,09:30,03h 15m,149.0,46 Seats available,4.2,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3684,3684,3684,APSRTC - 6027,Super Luxury (Non AC Seater 2+2 Push Back),06:45,10:00,03h 15m,200.0,31 Seats available,4.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3685,3685,3685,APSRTC - 5629,SAPTAGIRI EXPRESS,07:15,10:30,03h 15m,149.0,45 Seats available,4.2,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3686,3686,3686,APSRTC - 9287,Super Luxury (Non AC Seater 2+2 Push Back),07:30,10:45,03h 15m,200.0,33 Seats available,4.1,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3687,3687,3687,APSRTC - 5589,SAPTAGIRI EXPRESS,07:45,11:15,03h 30m,149.0,46 Seats available,2.8,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3688,3688,3688,APSRTC - 5593,SAPTAGIRI EXPRESS,08:15,11:30,03h 15m,149.0,46 Seats available,4.6,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3689,3689,3689,APSRTC - 6025,Super Luxury (Non AC Seater 2+2 Push Back),08:30,12:00,03h 30m,200.0,34 Seats available,4.5,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3690,3690,3690,APSRTC - 5597,SAPTAGIRI EXPRESS,08:45,12:00,03h 15m,149.0,45 Seats available,2.5,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3691,3691,3691,APSRTC - 6253,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",09:00,12:15,03h 15m,204.0,37 Seats available,4.8,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3692,3692,3692,APSRTC - 5537,SAPTAGIRI EXPRESS,09:45,12:45,03h 00m,149.0,46 Seats available,3.1,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3693,3693,3693,APSRTC - 47480,INDRA(A.C. Seater),10:00,13:00,03h 00m,253.0,18 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3694,3694,3694,APSRTC - 5539,SAPTAGIRI EXPRESS,10:15,13:30,03h 15m,149.0,43 Seats available,3.7,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3695,3695,3695,APSRTC - 6076,Super Luxury (Non AC Seater 2+2 Push Back),10:30,14:30,04h 00m,200.0,34 Seats available,4.8,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3696,3696,3696,APSRTC - 47017,INDRA(A.C. Seater),11:00,14:00,03h 00m,253.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3697,3697,3697,APSRTC - 5599,SAPTAGIRI EXPRESS,11:15,14:30,03h 15m,149.0,46 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3698,3698,3698,APSRTC - 47550,Express(Non AC Seater),11:30,14:30,03h 00m,149.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3699,3699,3699,APSRTC - 47086,INDRA(A.C. Seater),12:00,15:00,03h 00m,253.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3700,3700,3700,APSRTC - 47548,Express(Non AC Seater),12:30,15:30,03h 00m,149.0,44 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3701,3701,3701,APSRTC - 5399,SAPTAGIRI EXPRESS,12:45,16:00,03h 15m,162.0,44 Seats available,2.4,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3702,3702,3702,APSRTC - 5549,SAPTAGIRI EXPRESS,13:45,17:00,03h 15m,149.0,40 Seats available,4.3,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3703,3703,3703,APSRTC - 47494,INDRA(A.C. Seater),14:00,17:00,03h 00m,253.0,42 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3704,3704,3704,APSRTC - 5541,SAPTAGIRI EXPRESS,14:45,18:00,03h 15m,149.0,45 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3705,3705,3705,APSRTC - 47484,INDRA(A.C. Seater),15:00,18:00,03h 00m,253.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3706,3706,3706,APSRTC - 5567,SAPTAGIRI EXPRESS,15:15,18:30,03h 15m,149.0,46 Seats available,2.7,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3707,3707,3707,APSRTC - 47046,INDRA(A.C. Seater),16:00,19:00,03h 00m,253.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3708,3708,3708,APSRTC - 5555,SAPTAGIRI EXPRESS,16:15,19:30,03h 15m,149.0,46 Seats available,4.2,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3709,3709,3709,APSRTC - 5557,SAPTAGIRI EXPRESS,16:45,20:00,03h 15m,149.0,44 Seats available,3.0,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3710,3710,3710,APSRTC - 5439,INDRA(A.C. Seater),17:00,20:00,03h 00m,253.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3711,3711,3711,APSRTC - 6299,Super Luxury (Non AC Seater 2+2 Push Back),17:40,21:30,03h 50m,209.0,33 Seats available,4.1,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3712,3712,3712,APSRTC - 5561,SAPTAGIRI EXPRESS,17:50,21:05,03h 15m,149.0,46 Seats available,2.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3713,3713,3713,APSRTC - 47482,INDRA(A.C. Seater),18:00,21:00,03h 00m,253.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3714,3714,3714,APSRTC - 6936,Super Luxury (Non AC Seater 2+2 Push Back),18:30,22:00,03h 30m,222.0,33 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3715,3715,3715,APSRTC - 5573,SAPTAGIRI EXPRESS,18:50,22:05,03h 15m,149.0,46 Seats available,3.5,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3716,3716,3716,APSRTC - 47492,INDRA(A.C. Seater),19:00,22:00,03h 00m,253.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3717,3717,3717,APSRTC - 6739,Super Luxury (Non AC Seater 2+2 Push Back),19:00,22:15,03h 15m,209.0,30 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3718,3718,3718,APSRTC - 6297,Super Luxury (Non AC Seater 2+2 Push Back),19:15,23:05,03h 50m,209.0,33 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3719,3719,3719,APSRTC - 47088,INDRA(A.C. Seater),20:00,23:00,03h 00m,253.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3720,3720,3720,APSRTC - 51039,Super Luxury (Non AC Seater 2+2 Push Back),20:00,23:30,03h 30m,222.0,33 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3721,3721,3721,APSRTC - 6445,Super Luxury (Non AC Seater 2+2 Push Back),20:20,23:45,03h 25m,209.0,32 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3722,3722,3722,APSRTC - 6244,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",20:30,23:45,03h 15m,204.0,11 Seats available,3.7,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3723,3723,3723,APSRTC - 6167,Super Luxury (Non AC Seater 2+2 Push Back),20:45,23:59,03h 14m,200.0,33 Seats available,2.0,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3724,3724,3724,APSRTC - 47528,Express(Non AC Seater),20:45,23:45,03h 00m,149.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3725,3725,3725,APSRTC - 6617,INDRA(A.C. Seater),21:00,23:59,02h 59m,253.0,37 Seats available,3.7,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3726,3726,3726,APSRTC - 6443,Super Luxury (Non AC Seater 2+2 Push Back),21:00,00:35,03h 35m,209.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3727,3727,3727,APSRTC - 9299,Super Luxury (Non AC Seater 2+2 Push Back),21:20,00:15,02h 55m,200.0,33 Seats available,4.6,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3728,3728,3728,APSRTC - 47530,Express(Non AC Seater),21:30,00:30,03h 00m,149.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3729,3729,3729,APSRTC - 5569,SAPTAGIRI EXPRESS,21:40,02:10,04h 30m,149.0,43 Seats available,3.2,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3730,3730,3730,APSRTC - 50053,Super Luxury (Non AC Seater 2+2 Push Back),21:45,00:45,03h 00m,200.0,33 Seats available,4.2,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3731,3731,3731,APSRTC - 5425,INDRA(A.C. Seater),22:00,01:00,03h 00m,253.0,46 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3732,3732,3732,APSRTC - 5575,SAPTAGIRI EXPRESS,22:15,02:30,04h 15m,149.0,46 Seats available,2.8,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3733,3733,3733,APSRTC - 6023,Super Luxury (Non AC Seater 2+2 Push Back),22:45,02:00,03h 15m,200.0,34 Seats available,3.7,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3734,3734,3734,APSRTC - 47486,INDRA(A.C. Seater),23:00,02:00,03h 00m,253.0,35 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3735,3735,3735,APSRTC - 5370,SAPTAGIRI EXPRESS,23:59,03:14,03h 15m,149.0,34 Seats available,4.1,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3736,3736,3736,NueGo,Electric A/C Seater (2+2),16:30,20:10,03h 40m,238.0,32 Seats available,4.3,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3737,3737,3737,CGR Travels,Non A/C Seater / Sleeper (2+1),20:00,01:30,05h 30m,270.0,29 Seats available,3.8,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3738,3738,3738,NueGo,Electric A/C Seater (2+2),22:40,03:05,04h 25m,238.0,39 Seats available,4.5,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3739,3739,3739,NueGo,Electric A/C Seater (2+2),23:00,02:40,03h 40m,238.0,43 Seats available,4.5,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3740,3740,3740,Maheswari Travels,NON A/C Sleeper (2+1),19:45,01:10,05h 25m,900.0,30 Seats available,3.8,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3741,3741,3741,Maheswari Travels,Non A/C Seater / Sleeper (2+1),19:45,01:10,05h 25m,900.0,40 Seats available,3.8,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3742,3742,3742,AR & BCVR Travels,A/C Seater/Sleeper (2+1),20:50,01:00,04h 10m,650.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3743,3743,3743,VRCR Travels,A/C Seater / Sleeper (2+1),21:35,00:45,03h 10m,499.0,31 Seats available,4.0,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3744,3744,3744,VRCR Travels,Non A/C Seater / Sleeper (2+1),21:50,01:20,03h 30m,450.0,29 Seats available,3.4,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3745,3745,3745,Psr tours and travels,A/C Sleeper (2+1),19:00,22:30,03h 30m,650.0,3 Seats available,2.1,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3746,3746,3746,PSR Travels,A/C Sleeper (2+1),19:00,22:30,27h 30m,800.0,32 Seats available,2.4,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3747,3747,3747,Meenakshi Travels (RR Group),A/C Sleeper (2+1),19:00,22:30,27h 30m,500.0,10 Seats available,1.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3748,3748,3748,Meenakshi Travels (RR Group),NON A/C Sleeper (2+1),19:00,22:30,27h 30m,500.0,18 Seats available,1.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3749,3749,3749,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),20:20,01:00,04h 40m,600.0,46 Seats available,2.4,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
3750,3750,3750,APSRTC - 2865,Super Luxury (Non AC Seater 2+2 Push Back),18:30,04:30,10h 00m,718.0,33 Seats available,3.5,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3751,3751,3751,APSRTC - 4943,Super Luxury (Non AC Seater 2+2 Push Back),19:00,05:50,10h 50m,718.0,33 Seats available,3.9,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3752,3752,3752,APSRTC - 2785,Super Luxury (Non AC Seater 2+2 Push Back),19:30,03:15,07h 45m,728.0,33 Seats available,4.1,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3753,3753,3753,APSRTC - 2781,Super Luxury (Non AC Seater 2+2 Push Back),19:45,05:00,09h 15m,700.0,33 Seats available,3.0,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3754,3754,3754,APSRTC - 2586,Super Luxury (Non AC Seater 2+2 Push Back),20:15,05:15,09h 00m,728.0,32 Seats available,3.6,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3755,3755,3755,APSRTC - 2783,Super Luxury (Non AC Seater 2+2 Push Back),20:30,06:15,09h 45m,718.0,33 Seats available,4.1,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3756,3756,3756,APSRTC - 3375,Super Luxury (Non AC Seater 2+2 Push Back),20:45,06:15,09h 30m,699.0,33 Seats available,4.2,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3757,3757,3757,APSRTC - 2777,INDRA(A.C. Seater),21:00,05:15,08h 15m,881.0,35 Seats available,4.4,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3758,3758,3758,APSRTC - 2825,Super Luxury (Non AC Seater 2+2 Push Back),21:00,06:20,09h 20m,718.0,33 Seats available,4.1,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3759,3759,3759,APSRTC - 3355,NIGHT RIDER (SEATER CUM SLEEPER),21:30,05:05,07h 35m,997.0,35 Seats available,2.9,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3760,3760,3760,APSRTC - 2687,Super Luxury (Non AC Seater 2+2 Push Back),21:30,06:00,08h 30m,728.0,33 Seats available,3.2,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3761,3761,3761,APSRTC - 2849,Super Luxury (Non AC Seater 2+2 Push Back),21:45,06:50,09h 05m,700.0,31 Seats available,4.1,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3762,3762,3762,APSRTC - 2679,VENNELA (A.C. SLEEPER),21:45,05:30,07h 45m,1303.0,26 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3763,3763,3763,APSRTC - 3499,Super Luxury (Non AC Seater 2+2 Push Back),22:15,07:10,08h 55m,728.0,34 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3764,3764,3764,APSRTC - 3365,Super Luxury (Non AC Seater 2+2 Push Back),22:40,07:55,09h 15m,731.0,33 Seats available,3.6,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3765,3765,3765,APSRTC - 2675,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:45,06:40,07h 55m,1119.0,45 Seats available,4.4,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3766,3766,3766,APSRTC - 3357,Super Luxury (Non AC Seater 2+2 Push Back),23:40,08:55,09h 15m,731.0,33 Seats available,4.4,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3767,3767,3767,APSRTC - 3359,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:55,07:59,08h 04m,1123.0,48 Seats available,4.1,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3768,3768,3768,TSRTC - 9808,Lahari A/C sleeper,01:00,08:30,07h 30m,1160.0,29 Seats available,3.8,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3769,3769,3769,TSRTC - 2493,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,02:50,09h 50m,687.0,29 Seats available,4.0,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3770,3770,3770,TSRTC - 2416,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,03:45,09h 45m,687.0,33 Seats available,4.0,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3771,3771,3771,TSRTC - 2043,LAHARI A/C SLEEPER CUM SEATER,22:00,05:15,07h 15m,597.0,36 Seats available,3.6,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3772,3772,3772,TSRTC - 9920,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,07:00,08h 30m,556.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3773,3773,3773,TSRTC - 9699,Lahari A/C sleeper,23:30,06:45,07h 15m,812.0,29 Seats available,3.6,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3774,3774,3774,Mythri Tours And Travels,A/C Sleeper (2+1),22:00,06:30,08h 30m,809.0,26 Seats available,4.6,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3775,3775,3775,Mythri Tours And Travels,A/C Sleeper (2+1),21:00,06:30,09h 30m,899.0,29 Seats available,4.6,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3776,3776,3776,Go Tour Travels and Holidays,A/C Sleeper (2+1),20:30,06:30,10h 00m,1390.0,29 Seats available,4.5,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3777,3777,3777,AdSrivastav Travels,Non A/C Seater / Sleeper (2+1),21:00,07:15,10h 15m,549.0,24 Seats available,4.2,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3778,3778,3778,Mozo travels,A/C Seater / Sleeper (2+1),19:50,06:00,10h 10m,749.0,35 Seats available,4.5,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3779,3779,3779,BSR Tours And Travels,A/C Seater / Sleeper (2+1),21:10,05:30,08h 20m,680.0,32 Seats available,4.5,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3780,3780,3780,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:55,06:05,07h 10m,611.0,42 Seats available,4.5,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
3781,3781,3781,AdSiri Tours and Travels,A/C Seater / Sleeper (2+1),21:15,06:32,09h 17m,610.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
