,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name,Origin,Destination
8720,SBSTC-KOLKATA - HALDIA - 06:30 (BEL DEPOT) - 557,Non AC Seater (2+3),06:30,00:00,17h 30m,80.0,48 Seats available,2.8,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8721,SBSTC-BIRATI - DIGHA - 06:00 - 904,Non AC Seater (2+3),06:45,00:00,17h 15m,81.0,48 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8722,SBSTC-BARUIPUR - DIGHA - 06:00 (DIGHA DEPOT) - 549,Non AC Seater (2+3),06:50,00:00,17h 10m,90.0,47 Seats available,2.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8723,SBSTC-KHARDAH - DIGHA - VIA - BELGHORIA - 06.30 - 901,Non AC Seater (2+3),07:00,00:00,17h 00m,81.0,48 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8724,SBSTC-KOLKATA - DIGHA - 07:00 (HWH DEPOT) - 614,Non AC Seater (2+3),07:00,00:00,17h 00m,80.0,52 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8725,SBSTC-KARUNAMOYEE - DIGHA - VIA DUNLOP - 07:15 (BEL) - 1445,Non AC Seater (2+3),07:15,00:00,16h 45m,95.0,45 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8726,SBSTC-BARRACKPORE - HALDIA - VIA - BELGHARIA - 06:40 - 902,Non AC Seater (2+3),07:15,00:00,16h 45m,82.0,43 Seats available,2.4,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8727,SBSTC-KOLKATA - DIGHA - 07:30 (HWH DEPOT) - 616,Non AC Seater (2+3),07:30,00:00,16h 30m,80.0,52 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8728,SBSTC-KOLKATA - HALDIA - 07:45 (Haldia Depot) - 699,Non AC Seater (2+3),07:45,00:00,16h 15m,80.0,51 Seats available,3.1,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8729,SBSTC-BELGHARIA - DIGHA - 07:45 (BEL DEPOT) - 947,Non AC Seater (2+3),07:45,00:00,16h 15m,81.0,51 Seats available,4.4,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8730,SBSTC-FALTA - DIGHA - VIA - KOLKATA - 05:00 (FALTA DEPOT - 1404,Non AC Seater (2+3),07:50,00:00,16h 10m,78.0,52 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8731,SBSTC-KOLKATA - HALDIA - 08:10 (HWH DEPOT) - 1972,Non AC Seater (2+3),08:10,00:00,15h 50m,80.0,52 Seats available,2.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8732,SBSTC-KOLKATA - DIGHA - 08:30 (MID DEPOT) - 3360,Non AC Seater (2+3),08:30,00:00,15h 30m,80.0,49 Seats available,3.1,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8733,SBSTC-KOLKATA - DIGHA - 09:00 (KALNA DEPOT) - 3645,Non AC Seater (2+3),09:00,00:00,15h 00m,80.0,52 Seats available,4.7,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8734,SBSTC-FALTA - DIGHA - VIA - KOLKATA - 06:00 (FALTA DEPOT - 3488,Non AC Seater (2+3),09:15,00:00,14h 45m,78.0,52 Seats available,3.6,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8735,SBSTC-KOLKATA - DIGHA - 10:00 (KHIRPAI DEPOT) - 3506,Non AC Seater (2+3),10:00,00:00,14h 00m,80.0,52 Seats available,5.0,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8736,SBSTC-KOLKATA - HALDIA - 10:05 (Haldia Depot) - 3985,Non AC Seater (2+3),10:05,00:00,13h 55m,80.0,52 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8737,SBSTC-FALTA - DIGHA - VIA - KOLKATA - 07:00 (FALTA DEPOT - 547,Non AC Seater (2+3),10:15,00:00,13h 45m,78.0,52 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8738,SBSTC-KOLKATA - HALDIA - 10:30 (Haldia Depot) - 1078,Non AC Seater (2+3),10:30,00:00,13h 30m,80.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8739,SBSTC-KOLKATA - DIGHA - 10:30 (MID DEPOT) - 3363,Non AC Seater (2+3),10:30,00:00,13h 30m,80.0,52 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8740,SBSTC-ARAMBAG - DIGHA - VIA - KOLKATA - 07:40 - 1307,Non AC Seater (2+3),10:45,00:00,13h 15m,78.0,52 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8741,SBSTC-KOLKATA - HALDIA - 11:15 (Haldia Depot) - 698,Non AC Seater (2+3),11:15,00:00,12h 45m,80.0,52 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8742,SBSTC-KOLKATA - DIGHA - 11:45 (KALNA DEPOT) - 3822,Non AC Seater (2+3),11:45,00:00,12h 15m,80.0,50 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8743,SBSTC-KOLKATA - HALDIA - 12.00 (HALDIA DEPOT) - 561,Non AC Seater (2+3),12:00,00:00,12h 00m,80.0,52 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8744,SBSTC-CHITTARANJAN - HALDIA - VIA - KOLKATA - 05:40 - 199,Non AC Seater (2+3),13:30,00:00,10h 30m,78.0,52 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8745,SBSTC-KOLKATA - DIGHA - 13:45 (MID DEPOT) - 971,Non AC Seater (2+3),13:45,00:00,10h 15m,80.0,52 Seats available,5.0,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8746,SBSTC-KOLKATA - HALDIA - SPL - 14:05 (Haldia Depot) - 3015,Non AC Seater (2+3),14:05,00:00,09h 55m,80.0,52 Seats available,2.3,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8747,SBSTC-KOLKATA - PURUNIA - 14:30 (MID DEPOT) - 1636,Non AC Seater (2+3),14:30,00:00,09h 30m,78.0,52 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8748,SBSTC-ASANSOL - HALDIA - VIA - KOLKATA - 08:05 (HLD DEPO - 744,Non AC Seater (2+3),14:45,00:00,09h 15m,78.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8749,SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543,Non AC Seater (2+3),15:15,00:00,08h 45m,90.0,52 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8750,SBSTC-KOLKATA - NANDIGRAM - 16:45 (HWH DEPOT) - 602,Non AC Seater (2+3),16:45,00:00,07h 15m,78.0,52 Seats available,3.0,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8751,SBSTC-KOLKATA - HALDIA - 17:00 (Haldia Depot) - 3017,Non AC Seater (2+3),17:00,00:00,07h 00m,80.0,52 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8752,SBSTC-KOLKATA - HALDIA - 17.30 (HALDIA DEPOT) - 565,Non AC Seater (2+3),17:30,00:00,06h 30m,80.0,48 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8753,SBSTC-KOLKATA - HALDIA - 18.15 (HALDIA DEPOT) - 566,Non AC Seater (2+3),18:15,00:00,05h 45m,80.0,52 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8754,SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745,Non AC Seater (2+3),23:45,00:00,00h 15m,78.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,Kolkata,Nimtouri
8755,NBSTC-COB-KOL-R1-13:30,Non AC Seater 2+2,17:15,06:30,13h 15m,486.0,21 Seats available,3.5,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8756,NBSTC-SLG-KOL-R1-18:30,NON A/C Seater Push Back (2+2),18:30,06:30,12h 00m,486.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8757,SBSTC-SILIGURI - KOLKATA - VIA - MALDA - EXPRESS - 19:30 - 3806,Express (Non AC Seater 2+2),19:30,08:30,13h 00m,500.0,31 Seats available,4.2,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8758,Greenline,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,07:30,13h 00m,1500.0,28 Seats available,4.6,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8759,Lokenath Bus Service,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,07:45,12h 30m,1500.0,34 Seats available,4.6,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8760,EASY RIDE,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:45,07:25,12h 40m,1500.0,31 Seats available,4.7,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8761,Express Line,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,07:10,12h 40m,1499.0,33 Seats available,4.5,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8762,Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),18:30,07:20,12h 50m,1200.0,48 Seats available,4.4,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8763,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:00,06:05,12h 05m,1500.0,32 Seats available,4.5,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8764,Rubi Paribahan  ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00,07:30,12h 30m,1499.0,33 Seats available,4.5,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8765,Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),19:30,07:50,12h 20m,1200.0,56 Seats available,4.3,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8766,Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),18:45,06:45,12h 00m,1200.0,55 Seats available,4.2,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8767,Greenline,Volvo Multi-Axle A/C Sleeper (2+1),18:00,07:00,13h 00m,1500.0,28 Seats available,4.4,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8768,Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),17:35,06:35,13h 00m,968.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8769,Modern Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:00,07:30,12h 30m,825.0,37 Seats available,3.5,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8770,Shantanu Travels,NON A/C Seater / Sleeper (2+2),17:00,07:30,14h 30m,600.0,22 Seats available,3.4,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8771,Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),14:30,06:30,16h 00m,665.0,33 Seats available,3.0,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8772,Maa Durga Bus Service,NON A/C Seater / Sleeper (2+2),18:00,08:00,14h 00m,600.0,14 Seats available,3.1,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8773,Annesha Travels,NON A/C Seater / Sleeper (2+2),18:00,07:00,13h 00m,600.0,34 Seats available,2.2,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8774,Maulik Paribahan,A/C Seater / Sleeper (2+2),18:30,06:00,11h 30m,1000.0,50 Seats available,1.7,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8775,Shantanu Bus Service,NON A/C Seater / Sleeper (2+2),18:00,09:00,15h 00m,600.0,37 Seats available,2.3,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8776,Renuka Travels,A/C Seater / Sleeper (2+2),19:30,08:30,13h 00m,1600.0,65 Seats available,1.7,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8777,Sanghita Bus Service (Shantanu),A/C Seater / Sleeper (2+2),19:00,10:00,15h 00m,1200.0,47 Seats available,3.4,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
8778,SBSTC-GARIA - DIGHA - 04:00 (DIGHA DEPOT) - 911,Non AC Seater (2+3),04:00,00:00,20h 00m,138.0,45 Seats available,2.7,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8779,SBSTC-GARIA - DIGHA - 04:30 (DIGHA DEPOT) - 1216,Non AC Seater (2+3),04:30,00:00,19h 30m,138.0,52 Seats available,4.8,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8780,SBSTC-GARIA - DIGHA - 05:00 (DIGHA DEPOT) - 910,Non AC Seater (2+3),05:00,00:00,19h 00m,138.0,47 Seats available,4.7,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8781,SBSTC-BELGHARIA - DIGHA - 05:15 (BEL DEPOT) - 1362,Non AC Seater (2+3),05:15,08:35,03h 20m,129.0,37 Seats available,2.9,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8782,SBSTC-GARIA - DIGHA - 05:30 (FALTA DEPOT) - 2996,Non AC Seater (2+3),05:30,00:00,18h 30m,138.0,51 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8783,SBSTC-BADAMTALA - DIGHA - 05:30 - 905,Non AC Seater (2+3),06:00,09:20,03h 20m,129.0,50 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8784,SBSTC-KOLKATA - DIGHA - 06:00 (HWH DEPOT) - 1001,Non AC Seater (2+3),06:00,00:00,18h 00m,126.0,48 Seats available,4.7,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8785,SBSTC-KARUNAMOYEE - DIGHA - VIA DUNLOP - 06:15 (DIGHA) - 1760,Non AC Seater (2+3),06:15,00:00,17h 45m,140.0,29 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8786,SBSTC-GARIA - DIGHA - 06:30 (FALTA DEPOT) - 909,Non AC Seater (2+3),06:30,00:00,17h 30m,138.0,44 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8787,SBSTC-BELGHARIA - DIGHA - 06:30 (BEL DEPOT) - 900,Non AC Seater (2+3),06:30,09:50,03h 20m,129.0,49 Seats available,4.4,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8788,SBSTC-KOLKATA - DIGHA - 06:30 (HWH DEPOT) - 613,Non AC Seater (2+3),06:30,00:00,17h 30m,126.0,52 Seats available,2.9,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8789,SBSTC-BIRATI - DIGHA - 06:00 - 904,Non AC Seater (2+3),06:45,10:05,03h 20m,129.0,48 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8790,SBSTC-BARUIPUR - DIGHA - 06:00 (DIGHA DEPOT) - 549,Non AC Seater (2+3),06:50,00:00,17h 10m,138.0,47 Seats available,2.9,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8791,SBSTC-KHARDAH - DIGHA - VIA - BELGHORIA - 06.30 - 901,Non AC Seater (2+3),07:00,10:20,03h 20m,129.0,50 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8792,SBSTC-KOLKATA - DIGHA - 07:00 (HWH DEPOT) - 614,Non AC Seater (2+3),07:00,00:00,17h 00m,126.0,52 Seats available,4.7,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8793,SBSTC-GARIA - DIGHA - A/C - 07:15 (DIG DEPOT) - 1138,AC Seater (2+2),07:15,00:00,16h 45m,260.0,33 Seats available,4.4,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8794,SBSTC-KARUNAMOYEE - DIGHA - VIA DUNLOP - 07:15 (BEL) - 1445,Non AC Seater (2+3),07:15,00:00,16h 45m,140.0,45 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8795,SBSTC-KOLKATA - DIGHA - A/C - 07:20 (HWH DEPOT) - 1903,AC Seater (2+2),07:20,00:00,16h 40m,250.0,36 Seats available,3.7,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8796,SBSTC-BELGHARIA - DIGHA - A/C - 07:20 (BEL DEPOT) - 1576,AC Seater (2+2),07:20,10:40,03h 20m,250.0,30 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8797,SBSTC-KOLKATA - DIGHA - 07:30 (HWH DEPOT) - 616,Non AC Seater (2+3),07:30,00:00,16h 30m,126.0,52 Seats available,1.7,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8798,SBSTC-BELGHARIA - DIGHA - 07:45 (BEL DEPOT) - 947,Non AC Seater (2+3),07:45,11:05,03h 20m,129.0,52 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8799,SBSTC-FALTA - DIGHA - VIA - KOLKATA - 05:00 (FALTA DEPOT - 1404,Non AC Seater (2+3),07:50,00:00,16h 10m,126.0,52 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8800,SBSTC-KOLKATA - DIGHA - 08:30 (MID DEPOT) - 3360,Non AC Seater (2+3),08:30,00:00,15h 30m,126.0,49 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8801,SBSTC-KOLKATA - DIGHA - 09:00 (KALNA DEPOT) - 3645,Non AC Seater (2+3),09:00,00:00,15h 00m,126.0,52 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8802,SBSTC-FALTA - DIGHA - VIA - KOLKATA - 06:00 (FALTA DEPOT - 3488,Non AC Seater (2+3),09:15,00:00,14h 45m,126.0,52 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8803,SBSTC-KOLKATA - DIGHA - 10:00 (KHIRPAI DEPOT) - 3506,Non AC Seater (2+3),10:00,00:00,14h 00m,126.0,52 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8804,SBSTC-FALTA - DIGHA - VIA - KOLKATA - 07:00 (FALTA DEPOT - 547,Non AC Seater (2+3),10:15,00:00,13h 45m,126.0,52 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8805,SBSTC-KOLKATA - DIGHA - 10:30 (MID DEPOT) - 3363,Non AC Seater (2+3),10:30,00:00,13h 30m,126.0,52 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8806,SBSTC-ARAMBAG - DIGHA - VIA - KOLKATA - 07:40 - 1307,Non AC Seater (2+3),10:45,00:00,13h 15m,126.0,52 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8807,SBSTC-KOLKATA - DIGHA - 11:45 (KALNA DEPOT) - 3822,Non AC Seater (2+3),11:45,00:00,12h 15m,126.0,50 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8808,SBSTC-KOLKATA - DIGHA - 13:45 (MID DEPOT) - 971,Non AC Seater (2+3),13:45,00:00,10h 15m,126.0,52 Seats available,2.0,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8809,SBSTC-KOLKATA - PURUNIA - 14:30 (MID DEPOT) - 1636,Non AC Seater (2+3),14:30,00:00,09h 30m,126.0,52 Seats available,2.9,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8810,SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543,Non AC Seater (2+3),15:15,00:00,08h 45m,138.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8811,SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745,Non AC Seater (2+3),23:45,00:00,00h 15m,126.0,38 Seats available,2.7,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8812,Parameswar Travels,A/C Seater Push Back (2+3),00:35,04:45,04h 10m,335.0,51 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8813,Snemita Paribahan,Non AC Seater (2+3),05:00,08:50,03h 50m,230.0,56 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8814,City Express (Snemita),AC Seater (2+3),05:35,09:05,03h 30m,320.0,27 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8815,Santosh Bus Service,A/C Seater Push Back (2+3),05:41,08:35,02h 54m,323.0,25 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8816,Snemita Paribahan(Snemita),AC Seater (2+3),05:55,09:30,03h 35m,370.0,14 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8817,Snemita Paribahan,AC Seater (2+3),06:00,09:30,03h 30m,320.0,36 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8818,Snemita Paribahan,AC Seater (2+3),06:00,09:20,03h 20m,370.0,18 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8819,Santosh Bus Service,A/C Seater Push Back (2+3),06:00,09:30,03h 30m,287.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
8820,City Express (Snemita),AC Seater (2+3),06:25,09:30,03h 05m,370.0,25 Seats available,3.6,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),Kolkata,Contai (Kanthi)
